ಬಿಬಿಸಿಯು ಈ ವ್ಯವಸ್ಥೆಯನ್ನು ವಿರಳವಾಗಿ ಬಳಸುತ್ತದೆ, ಉದಾಹರಣೆಗಾಗಿ ವೆಂಬ್ಲೇಯಲ್ಲಿ ನಡೆದ ೨೦೦೯ ಮಾಸ್ಟರ್ಸ್ ಪಂದ್ಯಾವಳಿಯಲ್ಲಿ ಹಾಕ್-ಐ ಅನ್ನು ಪ್ರತಿ ಫ್ರೇಮ್‌ಗೆ ಒಮ್ಮೆ ಅಥವಾ ಎರಡು ಬಾರಿ ಬಳಸಲಾಯಿತು.	BBCyu ee vyavastheyannu viralavaagi balasuttade, udaaharanegaagi Wembleyyalli nadeda 2009 masters pandyaavaliyalli hockey annu prati framege omme athavaa eradu baari balasalaayitu.
ಅನ್ನು ಬೆಳೆಸಲಾಗುತ್ತದೆ.	aannu belesalaaguttade.
ಭಾರತೀಯ ಕಾರ್ಯನಿರತ ಪತ್ರಕರ್ತರ ಒಕ್ಕೂಟದ ರಾಷ್ಟ್ರೀಯ ಮಂಡಳಿ ಸದಸ್ಯರಾಗಿ ದೇಶದ ವಿವಿಧ ಭಾಗಗಳಲ್ಲಿ ನಡೆದ ಪತ್ರಕರ್ತರ ಸಮಾವೇಶಗಳಲ್ಲಿ ಪಾಲ್ಗೊಂಡಿದ್ದಾರೆ.	Bhaarateeya kaaryanirata patrakartara okkootada raashtreeya mandali sadasyaraagi deshada vividha bhaagagalalli nadeda patrakartara samaaveshagalalli paalgondiddaare.
ಶನಿವಾರದಂದು ನಡುರಾತ್ರಿ ಕೆಂಡದಿಂದ ದೀಪ ಹೊತ್ತಿಸಿ ಹೊಸಬೆಳಕನ್ನು ಘೋಷಿಸಲಾಗುತ್ತದೆ.	Shanivaaradandu naduraatri kendadinda deepa hottisi hosabelakannu ghoshisalaaguttade.
ಫ಼್ರಾನ್ಸ್‌ನಲ್ಲಿ ಬಹು ಚರ್ಚೆಗೆ ಒಳಗಾದ ಎಲ್ ಖೊಮ್ರಿ (ಕಾರ್ಮಿಕರನ್ನು ಕೆಲಸದಿಂದ ತೆಗೆದುಹಾಕುವುದನ್ನು ಸರಳಗೊಳಿಸುವ ನೀತಿ) ಕರಡು ತಿದ್ದುಪಡಿಯ ಪ್ರತಿಪಾದಕರಾಗಿದ್ದಾರೆ.	Francenalli bahu charchege olagaada El Khomri (kaarmikarannu kelasadinda tegeduhaakuvudannu saralagolisuva neeti) karadu tiddupadiya pratipaadakaraagiddaare.
ಆಧುನಿಕ ಪರಿಣಾಮವಾದದ ಪ್ರಕಾರ, ಮಾನವ ಹುಟ್ಟಿದ್ದು ಈಚೆಗೆ.	Aadhunika parinaamavaadada prakaara, maanava huttiddu eechege.
ತುರುವೇಕೆರೆ ಸತೀಶ್: ಮೂಲತಃ ಪತ್ರಕರ್ತರು. ಕವಿ, ಲೇಖಕ, ನಾಟಕಕಾರ, ಪದಬಂಧ ರಚನೆಕಾರರಾದ ಇವರು ವಕೀಲರಾಗಿಯೂ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ.	Turuvekere Sateesh: Moolatah patrakartaru. Kavi, lekaka, naatakakaara, padabandha rachanekaararaada ivaru vakeelaraagiyoo seve sallisuttiddaare.
ಆದರೆ ಇದನ್ನು ಕಪ್ಪು-ಬಿಳುಪಿನಲ್ಲಿ ತೋರಿಸಲಾಯಿತು.	Aadare idannu kappu-bilupinalli torisalaayitu.
ಎರಡು ಸುದೀರ್ಘ-ಓಡಿದ ಪ್ರೈಮ್ ಟೈಮ್ ಗೇಮ್ಸ್ ಮಾತ್ರ ಪ್ಯಾನಲ್ ಶೊ ಎನಿಸಿದ ವಾಟ್ ಈಸ್ ಮೈ ಲೈನ್ ? .	Eradu sudeergha-odida prime Time games maatra panal show enisida what is my line ? .
ಮೈನವತಿ	Mainavati
ಒಂದುವೇಳೆ ಈ ಬಳ್ಳಿ ನಾಮಾವಶೇಷವಾದರೆ, ಬರ್ಡ್ ವಿಂಗ್ ಜಾತೀಯ ಚಿಟ್ಟೆಗಳು ಹೋಸ್ಟ್ ಪ್ಲಾಂಟ್ ಇಲ್ಲದೆ ನಿರ್ನಾಮವಾತಬಹುದು.	Onduvele ee balli naamaavasheshavaadare, bird wing jaateeya chittegalu host plant illade nirnaamavaagabahudu.
ಹಾಗಾಗಿ, ಭಕ್ತರು ಇಡೀ ರಾತ್ರಿ ಎಚ್ಚರವಿದ್ದು, ನೀಲಕಂಠನನ್ನು ಸ್ತುತಿಸುತ್ತಾರೆ.	Haagaagi, bhaktaru idee raatri echcharaviddu, neelakanthanannu stutisuttaare.
ಆರ್ಥಿಕ ಸೂತ್ರಗಳ ವಿಕಸನ ಶೀಲತೆಯನ್ನು ವಿಶೇಷವಾಗಿ ಒತ್ತಿ ಹೇಳಿದ್ದು ಈ ಪಂಥದವರ ಮುಖ್ಯ ಸಾಧನೆ.	Aarthika sootragala vikasana sheelateyannu visheshavaagi otti heliddu ee panthadavara mukya saadhane.
ಆದಾಯಮಾನದಲ್ಲಿ ಯಾವುದಾದರೂ ಒಂದು ವರ್ಷ ಅಥವಾ ಕೆಲವು ನಿರ್ದಿಷ್ಟವರ್ಷಗಳಲ್ಲಿ ಬಂದಿರುವ ಲಾಭವನ್ನು ಸಾಮಾನ್ಯಲಾಭವೆಂದು ಪರಿಗಣಿಸಬಹುದು.	Aadaayamaanadalli yaavudaadaroo ondu varsha athavaa kelavu nirdishtavarshagalalli bandiruva laabhavannu saamaanyalaabhavendu pariganisabahudu.
ಒಂದು ಮಗುವು ಆಯಿತು.	Ondu maguvu aayitu.
ಈ ಪ್ರದೇಶದ ಜನರನ್ನೂ ಗಾಂಧಾರರೆಂದು ಕರೆಯುತ್ತಿದ್ದದ್ದುಂಟು.	Ee pradeshada janarannu gaandhaararendu kareyuttiddadduntu.
ಹಿಂದೆ ಅಕಾಂತೊಡಿಯನ್'ಸ್'ಗೆ ಇದ್ದ ವಿಶೇಷ ಗುಣಲಕ್ಷಣಗಳು ಇಂದು ಕಾಂಡ್ರಿಕ್ ಥೀಸ್ ಮೀನುಗಳಿಗೂ ಇದೆ ಎಂದು ತಿಳಿಯಲಾಗಿದೆ.	Hinde acanthodian’sge idda vishesha gunalakshanagalu indu kendrick these meenugaligoo ide endu tiliyalaagide.
ಕಂಚಿಲ್ದ ಬಾಲೆ.	Kanchilda baale.
ಅಂಡಾಣುಗಳ ಸಂಯೋಗದಿಂದ ಉತ್ಪತ್ತಿ ಯಾಗುವ ಮರಿ ಕಡಲ ಹೂ ತಾಯಿಯ ಬಾಯ ಮೂಲಕ ಹೊರಬಂದು, ಯಾವುದಾದರೂ ಆಧಾರಕ್ಕೆ ಅಂಟಿಕೊಂಡು ಸ್ವತಂತ್ರ ಜೀವಿಯಾಗಲು ತೊಡಗುತ್ತದೆ.	Andaanugala sanyogadinda utpatti yaaguva mari kadala hoo taayiya baayiya moolaka horabandu, yaavudaadaroo aadhaarakke antikondu svatantra jeeviyaagalu todaguttade.
ಆದರೆ, ಟಿಪ್ಪು ಎಂದೂ ಹುಲಿಗಳೊಂದಿಗೆ ಕಾದಾಡಿದ ಉದಾಹರಣೆ ಇಲ್ಲ!	Aadare, Tippu endoo huligalondige kaadaadida udaaharane illa!
ಕೊಲೆ, ಪ್ರಮುಖ ಭೂ ವ್ಯವಹಾರ ಮತ್ತು ಸ್ಮಾರಕಗಳ ದರೋಡೆಯಂತಹ ಹೆಚ್ಚು ಗಂಭೀರ ಕೇಸುಗಳನ್ನು ವಜೀರ ಅಥವಾ ಫೇರೋ ವಶದಲ್ಲಿದ್ದ ಗ್ರೇಟ್ ಕೆನ್ಬೆಟ್‌ ಮೇಲ್ವಿಚಾರಣೆ ವಹಿಸುತ್ತಿತ್ತು.	Kole, pramuka bhoo vyavahaara mattu smaarakagala darodeyantaha hechchu ganbheera kesugalannu Vajeera athavaa Fero vashadallidda great Kenbet melvichaarane vahisuttittu.
ತಲೆಯು ಸಣ್ಣದಾಗಿದ್ದು ಚೂಪಾದ ಮೂತಿ ಇದೆ.ಈ ಪ್ರಾಣಿಗಳಿಗೆ ಹಲ್ಲು ಇರುವುದಿಲ್ಲ.ಕಣ್ಣು ಹಾಗು ಪಿನ್ನೆ ಸಣ್ಣದಾಗಿದೆ.ನಾಲಗೆಯು ಗಮನಾರ್ಹವಾಗಿ ಉದ್ದ,ಜಿಗುಟಾಗಿದೆ.	Taleyu sannadaagiddu choopaada mooti ide.Ee praanigalige hallu iruvudilla.Kannu haagu pinne sannadaagide.Naalageyu gamanaarhavaagi udda,jigutaagide.
ರಾಷ್ಟ್ರದಿಂದ ರಾಷ್ಟ್ರಕ್ಕೆ ಕೆಂಪು ಬಣ್ಣದ ಬಳಕೆಯು ಸದೃಶವಾದ ಲಕ್ಷಣಾರ್ಥಗಳನ್ನು ಹೊಂದಿದೆ : ತಮ್ಮ ರಾಷ್ಟ್ರವನ್ನು ರಕ್ಷಿಸಲು ಯತ್ನಿಸಿದವರ ರಕ್ತ, ಬಲಿದಾನ/ತ್ಯಾಗ,ಹಾಗೂ ಧೈರ್ಯಗಳನ್ನು; ಸೂರ್ಯ ಮತ್ತು ಅದು ನೀಡುವ ಆಶಯ ಹಾಗೂ ಹಿತೋಷ್ಣತೆ; ಕ್ರಿಸ್ತನ ರಕ್ತದ ಬಲಿದಾನಗಳು (ಕೆಲ ಐತಿಹಾಸಿಕ ಕ್ರೈಸ್ತ ರಾಷ್ಟ್ರಗಳಲ್ಲಿ) ಅದರ ಕೆಲ ಉದಾಹರಣೆಗಳು.	Raashtradinda raashtrakke kenpu bannada balakeyu sadrushavaada lakshanaarthagalannu hondide: tamma raashtravannu rakshisalu yatnisidavara rakta, balidaana/tyaaga, haagoo dhairyagalannu; soorya Mattu adu needuva aashaya haagoo hitoshnate; kristana raktada balidaanagalu (kela aitihaasika kraista raashtragalalli) adara kela udaaharanegalu.
ಪೀಟರ್‌ ಗರ್ನಿ	Peter Gerny
ಆದರೆ, ಅವನ ರಾಜ್ಯದ ಹಿಂದೂಗಳು ಮಾತ್ರ ಒಂದಕ್ಕೆರಡು ಪಟ್ಟು ತೆರಿಗೆ ಕಟ್ಟುತ್ತ ಹೈರಾಣಾಗಿದ್ದರು.	Aadare, avana raajyada hindoogalu maatra ondakkeradu pattu terige kattutta hairaanaagiddaru.
ನಾಗದಂತಿಯ ಎಲೆಗಳು ಸರಳವಾಗಿದ್ದು ಸಣ್ಣದಾಗಿರುತ್ತವೆ.	Naagadantiya elegalu saralavaagiddu sannadaagiruttave.
ಈ ಪ್ರದೇಶದಲ್ಲಿ ಉಕ್ಕು ಮತ್ತು ಕಲ್ಲಿದ್ದಲು ಉತ್ಪಾದನೆಯಲ್ಲಿ ತೊಡಗಿರುವ ಸಂಸ್ಥೆಗಳಿಗೆ ಬಂಡವಾಳ ಒದಗಿಸುವುದರಲ್ಲೂ ಉನ್ನತ ಮಂಡಲಿ ಸಹಾಯ ಮಾಡುತ್ತದೆ.	Ee pradeshadalli ukku mattu kalliddalu utpaadaneyalli todagiruva samsthegalige bandavaala odagisuvudaralloo unnata mandali sahaaya maaduttade.
ಹೊಸ ಉದ್ಯಮಗಳು ಪ್ರೋತ್ಸಾಹ ಪಡೆಯುವುದಿಲ್ಲ.	Hosa udyamagalu protsaaha padeyuvudilla.
ಸಿಬಿಎಸ್ ರೇಡಿಯೊ ನೆಟ್ವರ್ಕ್ ಇಂದು ಕೂಡಾ ಅವ್ಯಾಹತವಾಗಿ ಕಾರ್ಯ ಮಾಡುತ್ತಿದೆ, ಆದರೆ ಅದು ಪ್ರಧಾನವಾಗಿ ಅತ್ಯುತ್ತಮ ಸುದ್ದಿ ಪ್ರಸಾರಗಳು ಅಲ್ಲದೇ ಅದರ ಪ್ರಾಮುಖ್ಯತೆ ಪಡೆದ ಬೆಳಗ್ಗೆ ಮತ್ತು ಸಾಯಂಕಾಲದ "ವರ್ಲ್ಡ್ ನಿವ್ಸ್ ರೌಂಡ್ ಅಪ್ " ಪ್ರಸಾರ ಮಾಡುತ್ತದೆ.	CBS radio network indu koodaa avyaahatavaagi kaarya maaduttide, aadare adu pradhaanavaagi atyuttama suddi prasaaragalu allade adara praamukyate padeda belagge mattu saayankaalada "world news round up " prasaara maaduttade.
ಶೋಶೆಂಕ್‌ ಅವನ ಕುಟುಂಬ ಸದಸ್ಯರನ್ನು ಪ್ರಮುಖ ಧಾರ್ಮಿಕ ಗುರುಗಳ ಸ್ಥಾನಗಳಲ್ಲಿ ನೇಮಕ ಮಾಡುವುದರ ಮ‌ೂಲಕ ದಕ್ಷಿಣ ಈಜಿಪ್ಟಿನ ನಿಯಂತ್ರಣವನ್ನೂ ಪಡೆದನು.	Shoshenk avana kutunba sadasyarannu pramuka dhaarmika gurugala sthaanagalalli nemaka maaduvudara maoolaka dakshina Egyptna niyantranavannoo padedanu.
ಸಾವಿತ್ರಿಬಾಯಿ ಅವರ ಯಶಸ್ಸು, ಶ್ರೇಯಸ್ಸಿನ ವಿಕ್ರಮಪಾಲು ಜ್ಯೋತಿ ಬಾ ಫುಲೆ ಅವರದಾಗಿತ್ತು.	Saavitribaayi avara yashassu, shreyassina vikramapaalu Jyoti Ba Pule avaradaagittu.
ಕಾರಂತರಿಂದ ಹಾಗು ನೀ.	Kaarantarinda haagu nee.
ಅವಿರತವಾಗಿ ಸಾಗಿರುವ ಮರಮಟ್ಟುಗಳ ಉದ್ಯಮ, ಬ್ರೆಜಿಲ್ ನ ಅಮೆಜಾನ್ ಪ್ರದೇಶದಲ್ಲಿ ಹೆದ್ದಾರಿಗಳ ನಿರ್ಮಾಣ , ಕೃಷಿಭೂಮಿಗಾಗಿ ಕಾಡಿನ ನಾಶ ಇವುಗಳಿಂದಾಗಿ ಮಳೆಕಾಡಿನ ವ್ಯಾಪ್ತಿ ಕುಗ್ಗುತ್ತಿದೆ.	Aviratavaagi saagiruva maramattugala udyama, Brazil na amazon pradeshadalli heddaarigala nirmaana , krushibhoomigaagi kaadina naasha ivugalindaagi malekaadina vyaapti kugguttide.
ಈ ಸಮಾಜದ ಇಸ್ಪೀಟಿನ ಎಲೆಗಳ ಸಂಗ್ರಹವೂ ಒಂದು ಹವ್ಯಾಸ.	Ee samaajada ispeetina elegala sangrahavoo ondu havyaasa.
ಎರಡು ಹೃತ್ಕುಕ್ಷಿಗಳ ನಡುವೆಯೂ ಒಂದು ರೇಖೆ ಇದೆ.	Eradu hrutkukshigala naduveyoo ondu reke ide.
ಪೌಲ್ ಹಾಕಿನ್ಸ್ ಅವರ ಪ್ರಕಾರ ಪ್ರೀಮಿಯರ್ ಲೀಗ್ನಲ್ಲಿ ಪ್ರಾಯೋಗಿಕ ಪರೀಕ್ಷೆಯು ನಡೆಯುವ ಸಂಭವವಿದೆ.	Paul Hawkins avara prakaara premier leaguenalli praayogika pareeksheyu nadeyuva sanbhavavide.
ಗಣಿ ಪ್ರದೇಶಗಳಲ್ಲಿ ಕಲ್ಲಿದ್ದಲು ಸಾಗಣೆಗೆ ತೆರೆದಬಂಡಿ ಮಾರ್ಗಗಳು ೧೭ನೇ ಶತಮಾನದಲ್ಲಿ ಆರಂಭವಾಯಿತು ಮತ್ತು ಅವು ಆಗಾಗ್ಗೆ ಕಲ್ಲಿದ್ದಿಲಿನ ಇನ್ನಷ್ಟು ದೂರದ ಸಾಗಣೆಗೆ ಕಾಲುವೆ ಅಥವಾ ನದಿ ಜಾಲಗಳ ಜತೆ ಸಂಬಂಧ ಹೊಂದಿದ್ದವು.	Gani pradeshagalalli kalliddalu saaganege teredabandi maargagalu 17ne shatamaanadalli aaranbhavaayitu mattu avu aagaagge kalliddilina innashtu doorada saaganege kaaluve athavaa nadi jaalagala jate sanbandha hondiddavu.
ಈ ವಯಸ್ಸಿನ ನಂತರ ಗಂಡುಮಕ್ಕಳ ಪರಿಶುದ್ಧತೆಗಾಗಿ ಸುನತಿ ಮಾಡಿ, ತಲೆ ಬೋಳಿಸುತ್ತಿದ್ದರು.	Ee vayassina nantara gandumakkala parishuddhategaagi sunati maadi, tale bolisuttiddaru.
ಕುಣಿಯುವವನೆದುರಿಗೆ ಒಬ್ಬ ವ್ಯಕ್ತಿಯನ್ನು ನಿಲ್ಲಿಸಿ ಅವನ ತಲೆಯ ಮೇಲೆ ಕರವಸ್ತ್ರ ಅಥವಾ ರೂಪಾಯಿ ನೋಟನ್ನು ಇಟ್ಟರೆ, ಮರಗಾಲಿನವರು ಕುಣಿಯುತ್ತಲೇ ಕೆಳಕ್ಕೆ ಬಾಗಿ, ಬಾಯಿ ಅಥವಾ ಕಣ್ಣಿನ ರೆಪ್ಪೆಯಿಂದ ಆ ವಸ್ತುವನ್ನು ಮೇಲೆತ್ತುವುದು ಮೊದಲಾದ ಕೆಲವು ಚಮತ್ಕಾರಗಳನ್ನು ತೋರಿಸಿ ಪ್ರೇಕ್ಷಕರನ್ನು ರಂಜಿಸುತ್ತಾರೆ.	Kuniyuvavanedurige obba vyaktiyannu nillisi avana taleya mele karavastra athavaa roopaayi notannu ittare, maragaalinavaru kuniyuttale kelakke baagi, baayi athavaa kannina reppeyinda aa vastuvannu melettuvudu modalaada kelavu chamatkaaragalannu torisi prekshakarannu ranjisuttaare.
ನರಸಿಂಹಾಚಾರ್ ಅವರುಗಳ ಜೊತೆ ಸಿಕ್ಕಿತು.	Narasimhaachaar avara jote sikkitu.
ದಕ್ಷಿಣ ಅಮೇರಿಕದಲ್ಲಿ, ಪ್ರಸ್ತುತ ಸಿಲ್ವ್ಯೆಟಿಕ್ ಆವೃತ್ತಿ ಮಾತ್ರ ಮಾನವರಲ್ಲಿ ಈ ಸೋಂಕು ಹರಡಲು ದಾರಿ.	Dakshina americadalli, prastuta silvyetik aavrutti maatra maanavaralli ee sonku haradalu daari.
ವ್ಯಾಯಾಮಶಾಲೆಗಳು (ಅಂದರೆ., ಜಿಮ್ನಾಸ್ಟಿಕ್ಸ್ ಸ್ಥಾನಗಳಲ್ಲಿ) ರಲ್ಲಿ ಜರ್ಮನಿಯ ಜರ್ಮನ್ ಶಿಕ್ಷಕ ಪ್ರೋತ್ಸಾಹಿಸಿದರು ಇದು ತುರ್ನ್ಪ್ಲೇತ್ಜ್ , ಜಿಮ್ನಾಸ್ಟಿಕ್ಸ್ ಹೊರಾಂಗಣ ಜಾಗವನ್ನು, ಒಂದು ಸಹಜವಾದ ಎಂದು ಫ್ರೆಡ್ರಿಕ್ ಜಾನ್ ಮತ್ತು ಟರ್ನರ್ಸ್ , ಹತ್ತೊಂಬತ್ತನೇ ಶತಮಾನದ ರಾಜಕೀಯ ಮತ್ತು ಜಿಮ್ನಾಸ್ಟಿಕ್ ಚಳುವಳಿ.	Vyaayaama shalegalu (andare, gymnastic sthanagalalli) ralli German na German shikshaka protsahisidaru idu tunbertz, gymnastic horaangana jaagavannu, ondu sahajavaada endu Fredrick John mattu Turners, hattonbattane shatamaanada raajakeeya mattu gymnastic chaluvali.
ಮಹಾಭಾರತದ ಆದಿಪರ್ವದಲ್ಲಿ ಈ ಕತೆ ಬಹು ವಿಸ್ತಾರವಾಗಿ ಬಂದಿದೆ.	Mahaabhaaratada aadiparvadalli ee kate bahu vistaaravaagi bandide.
ವಿಧವೆಯಾಗಿದ್ದಾರೆಂದರೆ ಮಡಿ ಮಾಡಿ, ಜಪಸರ ಹಿಡಿದು ಕೂರುವಂತಹ ಕಾಲಘಟ್ಟದಲ್ಲಿ, ಸಂಪ್ರದಾಯವಾದಿ ಮನೆಯಲ್ಲಿದ್ದೂ ಕಾಲೇಜಿಗೆ ಹೋಗುವುದಷ್ಟೇ ಅಲ್ಲದೇ ಹೊಸ ಜೀವನ ಕಟ್ಟಿಗೊಳ್ಳುವ ಸಲುವಾಗಿ ವಿಧವಾ ವಿವಾಹವಾಗುವ ಕ್ರಾಂತಿಕಾರಿ ಪಾತ್ರವನ್ನು ಸಶಕ್ತವಾಗಿ ನಿರ್ವಹಿಸಿದ್ದರು.	Vidhaveyaagiddaarendare madi maadi, japasara hididu kooruvantaha kaalaghattadalli, sanpradaayavaadi maneyalliddoo collegege hoguvudashte allade hosa jeevana kattigolluva saluvaagi vidhavaa vivaahavaaguva kraantikaari paatravannu sashaktavaagi nirvahisiddaru.
ಅವಳು ಅಮಿಯೊ ಬಚ್ಚೊ ಎಂಬ ಹೇಳಿಕೆಯೊಂದಿಗೆ, "ಪತಿಯ ಮನೆಗೆ ಹಿಂದಿರುಗುವುದಿಲ್ಲ, ಎಂದು ಸಾರುತ್ತಾಳೆ. ನಾನು ಬದುಕುತ್ತೇನೆ ಮತ್ತು ಇಲ್ಲಿಯೇ ಬದುಕುತ್ತೇನೆ..."	Avalu amiyo bachcho enba helikeyondige, "patiya manege hindiruguvudilla, endu saaruttaale. Naanu badukuttene mattu illiye badukuttene..."
