ಶನಿವಾರದಂದು ನಡುರಾತ್ರಿ ಕೆಂಡದಿಂದ ದೀಪ ಹೊತ್ತಿಸಿ ಹೊಸಬೆಳಕನ್ನು ಘೋಷಿಸಲಾಗುತ್ತದೆ.	7	Shanivaaradandu naduraatri kendadinda deepa hottisi hosabelakannu ghoshisalaaguttade.	7	
ಫ಼್ರಾನ್ಸ್‌ನಲ್ಲಿ ಬಹು ಚರ್ಚೆಗೆ ಒಳಗಾದ ಎಲ್ ಖೊಮ್ರಿ (ಕಾರ್ಮಿಕರನ್ನು ಕೆಲಸದಿಂದ ತೆಗೆದುಹಾಕುವುದನ್ನು ಸರಳಗೊಳಿಸುವ ನೀತಿ) ಕರಡು ತಿದ್ದುಪಡಿಯ ಪ್ರತಿಪಾದಕರಾಗಿದ್ದಾರೆ.	14	Francenalli bahu charchege olagaada El Khomri (kaarmikarannu kelasadinda tegeduhaakuvudannu saralagolisuva neeti) karadu tiddupadiya pratipaadakaraagiddaare.	14	
ಆಧುನಿಕ ಪರಿಣಾಮವಾದದ ಪ್ರಕಾರ, ಮಾನವ ಹುಟ್ಟಿದ್ದು ಈಚೆಗೆ.	6	Aadhunika parinaamavaadada prakaara, maanava huttiddu eechege.	6	
ತುರುವೇಕೆರೆ ಸತೀಶ್: ಮೂಲತಃ ಪತ್ರಕರ್ತರು. ಕವಿ, ಲೇಖಕ, ನಾಟಕಕಾರ, ಪದಬಂಧ ರಚನೆಕಾರರಾದ ಇವರು ವಕೀಲರಾಗಿಯೂ ಸೇವೆ ಸಲ್ಲಿಸುತ್ತಿದ್ದಾರೆ.	13	Turuvekere Sateesh: Moolatah patrakartaru. Kavi, lekaka, naatakakaara, padabandha rachanekaararaada ivaru vakeelaraagiyoo seve sallisuttiddaare.	13	
ಆದರೆ ಇದನ್ನು ಕಪ್ಪು-ಬಿಳುಪಿನಲ್ಲಿ ತೋರಿಸಲಾಯಿತು.	4	Aadare idannu kappu-bilupinalli torisalaayitu.	4	
ಎರಡು ಸುದೀರ್ಘ-ಓಡಿದ ಪ್ರೈಮ್ ಟೈಮ್ ಗೇಮ್ಸ್ ಮಾತ್ರ ಪ್ಯಾನಲ್ ಶೊ ಎನಿಸಿದ ವಾಟ್ ಈಸ್ ಮೈ ಲೈನ್ ? .	15	Eradu sudeergha-odida prime Time games maatra panal show enisida what is my line ? .	15	
ಮೈನವತಿ	1	Mainavati	1	
ಒಂದುವೇಳೆ ಈ ಬಳ್ಳಿ ನಾಮಾವಶೇಷವಾದರೆ, ಬರ್ಡ್ ವಿಂಗ್ ಜಾತೀಯ ಚಿಟ್ಟೆಗಳು ಹೋಸ್ಟ್ ಪ್ಲಾಂಟ್ ಇಲ್ಲದೆ ನಿರ್ನಾಮವಾತಬಹುದು.	12	Onduvele ee balli naamaavasheshavaadare, bird wing jaateeya chittegalu host plant illade nirnaamavaagabahudu.	12	ನಿರ್ನಾಮವಾತಬಹುದು changed to ನಿರ್ನಾಮವಾಗಬಹುದು.
ಹಾಗಾಗಿ, ಭಕ್ತರು ಇಡೀ ರಾತ್ರಿ ಎಚ್ಚರವಿದ್ದು, ನೀಲಕಂಠನನ್ನು ಸ್ತುತಿಸುತ್ತಾರೆ.	7	Haagaagi, bhaktaru idee raatri echcharaviddu, neelakanthanannu stutisuttaare.	7	
ಆರ್ಥಿಕ ಸೂತ್ರಗಳ ವಿಕಸನ ಶೀಲತೆಯನ್ನು ವಿಶೇಷವಾಗಿ ಒತ್ತಿ ಹೇಳಿದ್ದು ಈ ಪಂಥದವರ ಮುಖ್ಯ ಸಾಧನೆ.	11	Aarthika sootragala vikasana sheelateyannu visheshavaagi otti heliddu ee panthadavara mukya saadhane.	11	
ಆದಾಯಮಾನದಲ್ಲಿ ಯಾವುದಾದರೂ ಒಂದು ವರ್ಷ ಅಥವಾ ಕೆಲವು ನಿರ್ದಿಷ್ಟವರ್ಷಗಳಲ್ಲಿ ಬಂದಿರುವ ಲಾಭವನ್ನು ಸಾಮಾನ್ಯಲಾಭವೆಂದು ಪರಿಗಣಿಸಬಹುದು.	11	Aadaayamaanadalli yaavudaadaroo ondu varsha athavaa kelavu nirdishtavarshagalalli bandiruva laabhavannu saamaanyalaabhavendu pariganisabahudu.	11	
ಒಂದು ಮಗುವು ಆಯಿತು.	3	Ondu maguvu aayitu.	3	
ಈ ಪ್ರದೇಶದ ಜನರನ್ನೂ ಗಾಂಧಾರರೆಂದು ಕರೆಯುತ್ತಿದ್ದದ್ದುಂಟು.	5	Ee pradeshada janarannu gaandhaararendu kareyuttiddadduntu.	5	
ಹಿಂದೆ ಅಕಾಂತೊಡಿಯನ್'ಸ್'ಗೆ ಇದ್ದ ವಿಶೇಷ ಗುಣಲಕ್ಷಣಗಳು ಇಂದು ಕಾಂಡ್ರಿಕ್ ಥೀಸ್ ಮೀನುಗಳಿಗೂ ಇದೆ ಎಂದು ತಿಳಿಯಲಾಗಿದೆ.	12	Hinde acanthodian’sge idda vishesha gunalakshanagalu indu kendrick these meenugaligoo ide endu tiliyalaagide.	12	
ಕಂಚಿಲ್ದ ಬಾಲೆ.	2	Kanchilda baale.	2	
ಅಂಡಾಣುಗಳ ಸಂಯೋಗದಿಂದ ಉತ್ಪತ್ತಿ ಯಾಗುವ ಮರಿ ಕಡಲ ಹೂ ತಾಯಿಯ ಬಾಯ ಮೂಲಕ ಹೊರಬಂದು, ಯಾವುದಾದರೂ ಆಧಾರಕ್ಕೆ ಅಂಟಿಕೊಂಡು ಸ್ವತಂತ್ರ ಜೀವಿಯಾಗಲು ತೊಡಗುತ್ತದೆ.	17	Andaanugala sanyogadinda utpatti yaaguva mari kadala hoo taayiya baayiya moolaka horabandu, yaavudaadaroo aadhaarakke antikondu svatantra jeeviyaagalu todaguttade.	17	
ಆದರೆ, ಟಿಪ್ಪು ಎಂದೂ ಹುಲಿಗಳೊಂದಿಗೆ ಕಾದಾಡಿದ ಉದಾಹರಣೆ ಇಲ್ಲ!	7	Aadare, Tippu endoo huligalondige kaadaadida udaaharane illa!	7	
ಕೊಲೆ, ಪ್ರಮುಖ ಭೂ ವ್ಯವಹಾರ ಮತ್ತು ಸ್ಮಾರಕಗಳ ದರೋಡೆಯಂತಹ ಹೆಚ್ಚು ಗಂಭೀರ ಕೇಸುಗಳನ್ನು ವಜೀರ ಅಥವಾ ಫೇರೋ ವಶದಲ್ಲಿದ್ದ ಗ್ರೇಟ್ ಕೆನ್ಬೆಟ್‌ ಮೇಲ್ವಿಚಾರಣೆ ವಹಿಸುತ್ತಿತ್ತು.	18	Kole, pramuka bhoo vyavahaara mattu smaarakagala darodeyantaha hechchu ganbheera kesugalannu Vajeera athavaa Fero vashadallidda great Kenbet melvichaarane vahisuttittu.	18	
ತಲೆಯು ಸಣ್ಣದಾಗಿದ್ದು ಚೂಪಾದ ಮೂತಿ ಇದೆ.ಈ ಪ್ರಾಣಿಗಳಿಗೆ ಹಲ್ಲು ಇರುವುದಿಲ್ಲ.ಕಣ್ಣು ಹಾಗು ಪಿನ್ನೆ ಸಣ್ಣದಾಗಿದೆ.ನಾಲಗೆಯು ಗಮನಾರ್ಹವಾಗಿ ಉದ್ದ,ಜಿಗುಟಾಗಿದೆ.	13	Taleyu sannadaagiddu choopaada mooti ide.Ee praanigalige hallu iruvudilla.Kannu haagu pinne sannadaagide.Naalageyu gamanaarhavaagi udda,jigutaagide.	13	
ರಾಷ್ಟ್ರದಿಂದ ರಾಷ್ಟ್ರಕ್ಕೆ ಕೆಂಪು ಬಣ್ಣದ ಬಳಕೆಯು ಸದೃಶವಾದ ಲಕ್ಷಣಾರ್ಥಗಳನ್ನು ಹೊಂದಿದೆ : ತಮ್ಮ ರಾಷ್ಟ್ರವನ್ನು ರಕ್ಷಿಸಲು ಯತ್ನಿಸಿದವರ ರಕ್ತ, ಬಲಿದಾನ/ತ್ಯಾಗ,ಹಾಗೂ ಧೈರ್ಯಗಳನ್ನು; ಸೂರ್ಯ	17	Raashtradinda raashtrakke kenpu bannada balakeyu sadrushavaada lakshanaarthagalannu hondide: tamma raashtravannu rakshisalu yatnisidavara rakta, balidaana/tyaaga, haagoo dhairyagalannu; soorya	17	
ಮತ್ತು ಅದು ನೀಡುವ ಆಶಯ ಹಾಗೂ ಹಿತೋಷ್ಣತೆ; ಕ್ರಿಸ್ತನ ರಕ್ತದ ಬಲಿದಾನಗಳು (ಕೆಲ ಐತಿಹಾಸಿಕ ಕ್ರೈಸ್ತ ರಾಷ್ಟ್ರಗಳಲ್ಲಿ) ಅದರ ಕೆಲ ಉದಾಹರಣೆಗಳು.	16	Mattu adu needuva aashaya haagoo hitoshnate; kristana raktada balidaanagalu (kela aitihaasika kraista raashtragalalli) adara kela udaaharanegalu.	16	
ಪೀಟರ್‌ ಗರ್ನಿ	2	Peter Gerny	2	
ಆದರೆ, ಅವನ ರಾಜ್ಯದ ಹಿಂದೂಗಳು ಮಾತ್ರ ಒಂದಕ್ಕೆರಡು ಪಟ್ಟು ತೆರಿಗೆ ಕಟ್ಟುತ್ತ ಹೈರಾಣಾಗಿದ್ದರು.	10	Aadare, avana raajyada hindoogalu maatra ondakkeradu pattu terige kattutta hairaanaagiddaru.	10	
ನಾಗದಂತಿಯ ಎಲೆಗಳು ಸರಳವಾಗಿದ್ದು ಸಣ್ಣದಾಗಿರುತ್ತವೆ.	4	Naagadantiya elegalu saralavaagiddu sannadaagiruttave.	4	
ಈ ಪ್ರದೇಶದಲ್ಲಿ ಉಕ್ಕು ಮತ್ತು ಕಲ್ಲಿದ್ದಲು ಉತ್ಪಾದನೆಯಲ್ಲಿ ತೊಡಗಿರುವ ಸಂಸ್ಥೆಗಳಿಗೆ ಬಂಡವಾಳ ಒದಗಿಸುವುದರಲ್ಲೂ ಉನ್ನತ ಮಂಡಲಿ ಸಹಾಯ ಮಾಡುತ್ತದೆ.	14	Ee pradeshadalli ukku mattu kalliddalu utpaadaneyalli todagiruva samsthegalige bandavaala odagisuvudaralloo unnata mandali sahaaya maaduttade.	14	
ಹೊಸ ಉದ್ಯಮಗಳು ಪ್ರೋತ್ಸಾಹ ಪಡೆಯುವುದಿಲ್ಲ.	4	Hosa udyamagalu protsaaha padeyuvudilla.	4	
ಸಿಬಿಎಸ್ ರೇಡಿಯೊ ನೆಟ್ವರ್ಕ್ ಇಂದು ಕೂಡಾ ಅವ್ಯಾಹತವಾಗಿ ಕಾರ್ಯ ಮಾಡುತ್ತಿದೆ, ಆದರೆ ಅದು ಪ್ರಧಾನವಾಗಿ ಅತ್ಯುತ್ತಮ ಸುದ್ದಿ ಪ್ರಸಾರಗಳು ಅಲ್ಲದೇ ಅದರ ಪ್ರಾಮುಖ್ಯತೆ ಪಡೆದ ಬೆಳಗ್ಗೆ ಮತ್ತು ಸಾಯಂಕಾಲದ "ವರ್ಲ್ಡ್ ನಿವ್ಸ್ ರೌಂಡ್ ಅಪ್ " ಪ್ರಸಾರ ಮಾಡುತ್ತದೆ.	28	CBS radio network indu koodaa avyaahatavaagi kaarya maaduttide, aadare adu pradhaanavaagi atyuttama suddi prasaaragalu allade adara praamukyate padeda belagge mattu saayankaalada "world news round up " prasaara maaduttade.	28	
ಶೋಶೆಂಕ್‌ ಅವನ ಕುಟುಂಬ ಸದಸ್ಯರನ್ನು ಪ್ರಮುಖ ಧಾರ್ಮಿಕ ಗುರುಗಳ ಸ್ಥಾನಗಳಲ್ಲಿ ನೇಮಕ ಮಾಡುವುದರ ಮ‌ೂಲಕ ದಕ್ಷಿಣ ಈಜಿಪ್ಟಿನ ನಿಯಂತ್ರಣವನ್ನೂ ಪಡೆದನು.	15	Shoshenk avana kutunba sadasyarannu pramuka dhaarmika gurugala sthaanagalalli nemaka maaduvudara maoolaka dakshina Egyptna niyantranavannoo padedanu.	15	
ಸಾವಿತ್ರಿಬಾಯಿ ಅವರ ಯಶಸ್ಸು, ಶ್ರೇಯಸ್ಸಿನ ವಿಕ್ರಮಪಾಲು ಜ್ಯೋತಿ ಬಾ ಫುಲೆ ಅವರದಾಗಿತ್ತು.	9	Saavitribaayi avara yashassu, shreyassina vikramapaalu Jyoti Ba Pule avaradaagittu.	9	
ಕಾರಂತರಿಂದ ಹಾಗು ನೀ.	3	Kaarantarinda haagu nee.	3	
ಅವಿರತವಾಗಿ ಸಾಗಿರುವ ಮರಮಟ್ಟುಗಳ ಉದ್ಯಮ, ಬ್ರೆಜಿಲ್ ನ ಅಮೆಜಾನ್ ಪ್ರದೇಶದಲ್ಲಿ ಹೆದ್ದಾರಿಗಳ ನಿರ್ಮಾಣ , ಕೃಷಿಭೂಮಿಗಾಗಿ ಕಾಡಿನ ನಾಶ ಇವುಗಳಿಂದಾಗಿ ಮಳೆಕಾಡಿನ ವ್ಯಾಪ್ತಿ ಕುಗ್ಗುತ್ತಿದೆ.	18	Aviratavaagi saagiruva maramattugala udyama, Brazil na amazon pradeshadalli heddaarigala nirmaana , krushibhoomigaagi kaadina naasha ivugalindaagi malekaadina vyaapti kugguttide.	18	
ಈ ಸಮಾಜದ ಇಸ್ಪೀಟಿನ ಎಲೆಗಳ ಸಂಗ್ರಹವೂ ಒಂದು ಹವ್ಯಾಸ.	7	Ee samaajada ispeetina elegala sangrahavoo ondu havyaasa.	7	
ಎರಡು ಹೃತ್ಕುಕ್ಷಿಗಳ ನಡುವೆಯೂ ಒಂದು ರೇಖೆ ಇದೆ.	6	Eradu hrutkukshigala naduveyoo ondu reke ide.	6	
ಪೌಲ್ ಹಾಕಿನ್ಸ್ ಅವರ ಪ್ರಕಾರ ಪ್ರೀಮಿಯರ್ ಲೀಗ್ನಲ್ಲಿ ಪ್ರಾಯೋಗಿಕ ಪರೀಕ್ಷೆಯು ನಡೆಯುವ ಸಂಭವವಿದೆ.	10	Paul Hawkins avara prakaara premier leaguenalli praayogika pareeksheyu nadeyuva sanbhavavide.	10	ಲೀಗ್ನಲ್ಲಿ changed to ಲೀಗ್‌ನಲ್ಲಿ
ಗಣಿ ಪ್ರದೇಶಗಳಲ್ಲಿ ಕಲ್ಲಿದ್ದಲು ಸಾಗಣೆಗೆ ತೆರೆದಬಂಡಿ ಮಾರ್ಗಗಳು ೧೭ನೇ ಶತಮಾನದಲ್ಲಿ ಆರಂಭವಾಯಿತು ಮತ್ತು ಅವು ಆಗಾಗ್ಗೆ ಕಲ್ಲಿದ್ದಿಲಿನ ಇನ್ನಷ್ಟು ದೂರದ ಸಾಗಣೆಗೆ ಕಾಲುವೆ ಅಥವಾ ನದಿ ಜಾಲಗಳ ಜತೆ ಸಂಬಂಧ ಹೊಂದಿದ್ದವು.	23	Gani pradeshagalalli kalliddalu saaganege teredabandi maargagalu 17ne shatamaanadalli aaranbhavaayitu mattu avu aagaagge kalliddilina innashtu doorada saaganege kaaluve athavaa nadi jaalagala jate sanbandha hondiddavu.	23	
ಈ ವಯಸ್ಸಿನ ನಂತರ ಗಂಡುಮಕ್ಕಳ ಪರಿಶುದ್ಧತೆಗಾಗಿ ಸುನತಿ ಮಾಡಿ, ತಲೆ ಬೋಳಿಸುತ್ತಿದ್ದರು.	9	Ee vayassina nantara gandumakkala parishuddhategaagi sunati maadi, tale bolisuttiddaru.	9	
ಕುಣಿಯುವವನೆದುರಿಗೆ ಒಬ್ಬ ವ್ಯಕ್ತಿಯನ್ನು ನಿಲ್ಲಿಸಿ ಅವನ ತಲೆಯ ಮೇಲೆ ಕರವಸ್ತ್ರ ಅಥವಾ ರೂಪಾಯಿ ನೋಟನ್ನು ಇಟ್ಟರೆ, ಮರಗಾಲಿನವರು ಕುಣಿಯುತ್ತಲೇ ಕೆಳಕ್ಕೆ ಬಾಗಿ, ಬಾಯಿ ಅಥವಾ ಕಣ್ಣಿನ ರೆಪ್ಪೆಯಿಂದ ಆ ವಸ್ತುವನ್ನು ಮೇಲೆತ್ತುವುದು ಮೊದಲಾದ ಕೆಲವು ಚಮತ್ಕಾರಗಳನ್ನು ತೋರಿಸಿ ಪ್ರೇಕ್ಷಕರನ್ನು ರಂಜಿಸುತ್ತಾರೆ.	29	Kuniyuvavanedurige obba vyaktiyannu nillisi avana taleya mele karavastra athavaa roopaayi notannu ittare, maragaalinavaru kuniyuttale kelakke baagi, baayi athavaa kannina reppeyinda aa vastuvannu melettuvudu modalaada kelavu chamatkaaragalannu torisi prekshakarannu ranjisuttaare.	29	
ನರಸಿಂಹಾಚಾರ್ ಅವರುಗಳ ಜೊತೆ ಸಿಕ್ಕಿತು.	4	Narasimhaachaar avara jote sikkitu.	4	
ದಕ್ಷಿಣ ಅಮೇರಿಕದಲ್ಲಿ, ಪ್ರಸ್ತುತ ಸಿಲ್ವ್ಯೆಟಿಕ್ ಆವೃತ್ತಿ ಮಾತ್ರ ಮಾನವರಲ್ಲಿ ಈ ಸೋಂಕು ಹರಡಲು ದಾರಿ.	11	Dakshina americadalli, prastuta silvyetik aavrutti maatra maanavaralli ee sonku haradalu daari.	11	
ವ್ಯಾಯಾಮಶಾಲೆಗಳು (ಅಂದರೆ., ಜಿಮ್ನಾಸ್ಟಿಕ್ಸ್ ಸ್ಥಾನಗಳಲ್ಲಿ) ರಲ್ಲಿ ಜರ್ಮನಿಯ ಜರ್ಮನ್ ಶಿಕ್ಷಕ ಪ್ರೋತ್ಸಾಹಿಸಿದರು ಇದು ತುರ್ನ್ಪ್ಲೇತ್ಜ್ , ಜಿಮ್ನಾಸ್ಟಿಕ್ಸ್ ಹೊರಾಂಗಣ ಜಾಗವನ್ನು, ಒಂದು ಸಹಜವಾದ ಎಂದು ಫ್ರೆಡ್ರಿಕ್ ಜಾನ್ ಮತ್ತು ಟರ್ನರ್ಸ್ , ಹತ್ತೊಂಬತ್ತನೇ ಶತಮಾನದ ರಾಜಕೀಯ ಮತ್ತು ಜಿಮ್ನಾಸ್ಟಿಕ್ ಚಳುವಳಿ.	29	Vyaayaama shalegalu (andare, gymnastic sthanagalalli) ralli German na German shikshaka protsahisidaru idu tunbertz, gymnastic horaangana jaagavannu, ondu sahajavaada endu Fredrick John mattu Turners, hattonbattane shatamaanada raajakeeya mattu gymnastic chaluvali.	29	
ಮಹಾಭಾರತದ ಆದಿಪರ್ವದಲ್ಲಿ ಈ ಕತೆ ಬಹು ವಿಸ್ತಾರವಾಗಿ ಬಂದಿದೆ.	7	Mahaabhaaratada aadiparvadalli ee kate bahu vistaaravaagi bandide.	7	
