ಅಂತ್ಯಗೊಳಿಸಲು	antyagolisalu	2
ಅಂತ್ಯಗೊಳಿಸಲು	antyagollisalu	1
ಅಂತ್ಯಗೊಳ್ಳುತ್ತದೆ	antyagolluttade	3
ಅಂತ್ಯದ	antyada	3
ಅಂತ್ಯದಲ್ಲಿ	antyadalli	3
ಅಂತ್ಯದವರೆಗೂ	antyadavaregu	3
ಅಂತ್ಯವನ್ನು	antyavannu	3
ಅಂತ್ಯವಾಯಿತು	anthyavaayitu	1
ಅಂತ್ಯವಾಯಿತು	antyavaayitu	1
ಅಂತ್ಯವಾಯಿತು	antyavayitu	1
ಅಂತ್ಯವಾಯಿತು	antyawaayitu	1
ಅಂತ್ಯವಿಲ್ಲದ	antyavillada	3
ಅಂತ್ಯವಿಲ್ಲದ	antyawillada	1
ಅಂತ್ಯಸಂಸ್ಕಾರದ	anthyasanskaarada	1
ಅಂತ್ಯಸಂಸ್ಕಾರದ	antyasamskarada	2
ಅಂಥ	antha	3
ಅಂಥವುಗಳಲ್ಲಿ	andhavugalalli	1
ಅಂಥವುಗಳಲ್ಲಿ	anthavugalalli	2
ಅಂದ	anda	3
ಅಂದಂದಿನ	andandina	3
ಅಂದದ	andada	3
ಅಂದರೆ	andare	3
ಅಂದವಾಗಿ	andavagi	3
ಅಂದಾಜಿನ	andajina	3
ಅಂದಾಜಿನಂತೆ	andaajinante	2
ಅಂದಾಜಿನಂತೆ	andajinante	1
ಅಂದಾಜಿಸಲಾಗಿದೆ	andaajisalaagide	1
ಅಂದಾಜಿಸಲಾಗಿದೆ	andajisalagide	2
ಅಂದಾಜಿಸಲು	andaajisalu	1
ಅಂದಾಜಿಸಲು	andajisalu	1
ಅಂದಾಜಿಸಲು	andajisilu	1
ಅಂದಾಜು	andaaju	2
ಅಂದಾಜು	andaju	1
ಅಂದಿನ	andina	3
ಅಂದಿನಿಂದ	andininda	3
ಅಂದು	andu	3
ಅಂದೇ	ande	3
ಅಂದ್ರೆ	andre	3
ಅಂಧತ್ವ	andhatva	3
ಅಂಪೈರ್	ampair	1
ಅಂಪೈರ್	ampaire	1
ಅಂಪೈರ್	ampayar	1
ಅಂಪೈರ್	ampire	1
ಅಂಪೈರ್	ampiru	1
ಅಂಪೈರ್	umpayar	1
ಅಂಪೈರ್	umpire	3
ಅಂಬರೀಶ್	ambarish	3
ಅಂಬರೀಷ	ambarisha	3
ಅಂಬಲಿ	ambali	3
ಅಂಬಾರಿ	ambaari	1
ಅಂಬಾರಿ	ambari	2
ಅಂಬಿಕಾ	ambika	2
ಅಂಬಿಕಾ	ambikaa	1
ಅಂಬಿಗ	ambiga	3
ಅಂಬೇಡ್ಕರ್	ambedkar	3
ಅಂಶ	amsha	3
ಅಂಶಗಳ	amshagala	2
ಅಂಶಗಳ	anshagala	1
ಅಂಶಗಳನ್ನು	amshagalannu	2
ಅಂಶಗಳನ್ನು	anshagalannu	1
ಅಂಶಗಳನ್ನೂ	amshagalannoo	2
ಅಂಶಗಳನ್ನೂ	anshagalannu	1
ಅಂಶಗಳನ್ನೇ	amshagalanne	1
ಅಂಶಗಳನ್ನೇ	amshagalannei	1
ಅಂಶಗಳನ್ನೇ	anshagalanne	1
ಅಂಶಗಳಲ್ಲಿ	amshagalalli	2
ಅಂಶಗಳಲ್ಲಿ	anshagalalli	1
ಅಂಶಗಳಾಗಿ	amshagalaagi	2
ಅಂಶಗಳಾಗಿ	anshagalagi	1
ಅಂಶಗಳಿಂದ	amsagalinda	1
ಅಂಶಗಳಿಂದ	amshagalinda	1
ಅಂಶಗಳಿಂದ	anshagalinda	1
ಅಂಶಗಳಿಗೆ	amsagalige	1
ಅಂಶಗಳಿಗೆ	anshagalige	2
ಅಂಶಗಳಿರುತ್ತವೆ	amshagaliruttave	1
ಅಂಶಗಳಿರುತ್ತವೆ	amshagalirutthave	1
ಅಂಶಗಳಿರುತ್ತವೆ	anshagaliruttave	1
ಅಂಶಗಳು	amsagalu	1
ಅಂಶಗಳು	anshagalu	2
ಅಂಶಗಳೂ	amsagalu	1
ಅಂಶಗಳೂ	anshagalu	2
ಅಂಶಗಳೆಂದರೆ	amsagalendare	1
ಅಂಶಗಳೆಂದರೆ	amshagalendare	1
ಅಂಶಗಳೆಂದರೆ	anshagalendare	1
ಅಂಶದ	amsada	1
ಅಂಶದ	anshada	2
ಅಂಶದಿಂದ	amsadinda	1
ಅಂಶದಿಂದ	anshadinda	2
ಅಂಶವನ್ನು	amshavannu	1
ಅಂಶವನ್ನು	anshavannu	2
ಅಂಶವಾಗಿ	amshavaagi	1
ಅಂಶವಾಗಿ	amshavagi	1
ಅಂಶವಾಗಿ	anshavagi	1
ಅಂಶವಾಗಿದೆ	amshavaagide	1
ಅಂಶವಾಗಿದೆ	amshavagide	1
ಅಂಶವಾಗಿದೆ	anshavagide	1
ಅಂಶವಿದೆ	amshavide	2
ಅಂಶವಿದೆ	anshavide	1
ಅಂಶವು	amshavu	1
ಅಂಶವು	anshavu	2
ಅಂಶವೆಂದರೆ	amshavendare	1
ಅಂಶವೆಂದರೆ	anshavendare	2
ಅಂಶವೆಂದು	amshavendu	3
ಅಂಶವೇ	amshave	3
ಅಂಶವೇ	amshavee	1
ಅಕಾಡಮಿ	academy	3
ಅಕಾಡಮಿ	akaadami	1
ಅಕಾಡಮಿ	akadami	1
ಅಕಾಡೆಮಿ	academi	1
ಅಕಾಡೆಮಿ	academy	4
ಅಕಾಡೆಮಿ	akademy	1
ಅಕಾಡೆಮಿಗಳು	academygalu	3
ಅಕಾಡೆಮಿಗೆ	academige	2
ಅಕಾಡೆಮಿಗೆ	akademige	1
ಅಕಾಡೆಮಿಯ	academiya	2
ಅಕಾಡೆಮಿಯ	akademiya	1
ಅಕಾಡೆಮಿಯಲ್ಲಿ	academiyalli	3
ಅಕಾಡೆಮಿಯಲ್ಲಿ	academyalli	1
ಅಕಾಡೆಮಿಯು	academeya	1
ಅಕಾಡೆಮಿಯು	academiya	1
ಅಕಾಡೆಮಿಯು	academiyu	2
ಅಕಾಲಿಕ	akalika	3
ಅಕೇಶಿಯ	acasia	1
ಅಕೇಶಿಯ	akesheiya	1
ಅಕೇಶಿಯ	akeshiya	2
ಅಕ್ಕ	akka	3
ಅಕ್ಕಪಕ್ಕದ	akkapakkada	3
ಅಕ್ಕಪಕ್ಕದಲ್ಲಿ	akkapakkaadalli	1
ಅಕ್ಕಪಕ್ಕದಲ್ಲಿ	akkapakkadalli	2
ಅಕ್ಕಮಹಾದೇವಿ	akkamahaadeevi	1
ಅಕ್ಕಮಹಾದೇವಿ	akkamahaadevi	1
ಅಕ್ಕಮಹಾದೇವಿ	akkamahadevi	1
ಅಕ್ಕರೆಯ	akkareya	3
ಅಕ್ಕಸಾಲಿಗರು	akkasaaligaru	1
ಅಕ್ಕಸಾಲಿಗರು	akkasaligaru	3
ಅಕ್ಕಿ	akki	3
ಅಕ್ಕಿಯ	akkiya	3
ಅಕ್ಕಿಯನ್ನು	akkiyannu	3
ಅಕ್ಕಿಹಿಟ್ಟು	akkihittu	3
ಅಕ್ಬರನ	akbarana	3
ಅಕ್ಬರ್	akbar	3
ಅಕ್ರಮ	akrama	3
ಅಕ್ರಮವಾಗಿ	akramavaagi	2
ಅಕ್ರಮವಾಗಿ	akramavagi	1
ಅಕ್ರಾ	aaccraa	1
ಅಕ್ರಾ	accra	1
ಅಕ್ರಾ	akkra	1
ಅಕ್ಷತೆ	aksate	1
ಅಕ್ಷತೆ	akshate	2
ಅಕ್ಷದ	akshada	2
ಅಕ್ಷದ	akshadha	1
ಅಕ್ಷಯ್	akshay	3
ಅಕ್ಷರ	akshara	3
ಅಕ್ಷರಗಳ	aksaragala	1
ಅಕ್ಷರಗಳ	aksharagala	2
ಅಕ್ಷರಗಳನ್ನು	aksaragalannu	1
ಅಕ್ಷರಗಳನ್ನು	aksharagalannu	2
ಅಕ್ಷರಗಳಲ್ಲಿ	aksaragalalli	1
ಅಕ್ಷರಗಳಲ್ಲಿ	aksharagalalli	2
ಅಕ್ಷರಗಳಿಂದ	aksharagalinda	3
ಅಕ್ಷರಗಳು	aksaragalu	1
ಅಕ್ಷರಗಳು	aksharagalu	2
ಅಕ್ಷರದ	aksharada	3
ಅಕ್ಷರದಲ್ಲಿ	aksharadalli	3
ಅಕ್ಷರವನ್ನು	aksharavannu	3
ಅಕ್ಷರವು	aksharavu	3
ಅಕ್ಷರಶಃ	aksharashah	3
ಅಕ್ಷರಸ್ಥ	akarastha	1
ಅಕ್ಷರಸ್ಥ	aksharastha	2
ಅಕ್ಷಾಂಶ	akaksha	1
ಅಕ್ಷಾಂಶ	akshaamsha	1
ಅಕ್ಷಾಂಶ	akshansha	1
ಅಕ್ಷಿಪಟಲದ	akshipatalada	3
ಅಕ್ಷೀಯ	aksheeya	2
ಅಕ್ಷೀಯ	aksiya	1
ಅಖಂಡ	akhanda	3
ಅಖಾಡ	akhaada	1
ಅಖಾಡ	akhada	2
ಅಖಿಲ	akhila	3
ಅಖ್ತರ್	akhtar	3
ಅಗತ್ಯತೆ	agatyate	3
ಅಗತ್ಯವಾಗಿತ್ತು	agathyavaagitthu	1
ಅಗತ್ಯವಾಗಿತ್ತು	agatyavaagittu	1
ಅಗತ್ಯವಾಗಿತ್ತು	agatyavagittu	1
ಅಗತ್ಯವಾಗಿತ್ತು	agatyawaagittu	1
ಅಗತ್ಯವಾಗಿರುತ್ತದೆ	agathyavaagirutthade	1
ಅಗತ್ಯವಾಗಿರುತ್ತದೆ	agatyavaagiruttade	1
ಅಗತ್ಯವಾಗಿರುತ್ತದೆ	agatyavagiruttade	1
ಅಗತ್ಯವಾಗಿರುತ್ತದೆ	agatyawaagiruttade	1
ಅಗತ್ಯವಾಗುತ್ತದೆ	agathyavaagutthade	1
ಅಗತ್ಯವಾಗುತ್ತದೆ	agatyavaaguttade	1
ಅಗತ್ಯವಾಗುತ್ತದೆ	agatyavaguttade	1
ಅಗತ್ಯವಿತ್ತು	agathyavittu	1
ಅಗತ್ಯವಿತ್ತು	agatyavittu	3
ಅಗತ್ಯವಿದ್ದ	agathyavidda	1
ಅಗತ್ಯವಿದ್ದ	agatyavidda	2
ಅಗತ್ಯವಿದ್ದ	agatyawidda	1
ಅಗತ್ಯವಿರುತ್ತದೆ	agatyaviruttade	3
ಅಗತ್ಯವಿರುವ	agathyaviruva	1
ಅಗತ್ಯವಿರುವ	agatyaviruva	3
ಅಗತ್ಯವಿರುವುದಿಲ್ಲ	agatyaviruvudilla	3
ಅಗತ್ಯವಿಲ್ಲ	agatyavilla	3
ಅಗತ್ಯವಿಲ್ಲದೇ	agatyavillade	2
ಅಗತ್ಯವಿಲ್ಲದೇ	agatyavilladee	1
ಅಗತ್ಯವೇನಿಲ್ಲ	agathyavenilla	1
ಅಗತ್ಯವೇನಿಲ್ಲ	agatyaveenilla	2
ಅಗತ್ಯವೇನಿಲ್ಲ	agatyavenilla	1
ಅಗಲ	agala	3
ಅಗಲದ	agalada	3
ಅಗಲವನ್ನು	agalavannu	3
ಅಗಲವಾಗಿ	agalavaagi	2
ಅಗಲವಾಗಿ	agalavagi	1
ಅಗಲವಾಗಿದ್ದು	agalavaagiddu	3
ಅಗಲವಾಗಿದ್ದು	agalavagiddu	1
ಅಗಲವಾದ	agalavaada	2
ಅಗಲವಾದ	agalavada	1
ಅಗಲಿದ	agalida	3
ಅಗಸ್ಟ್	agast	1
ಅಗಸ್ಟ್	august	3
ಅಗಾಧ	agaadha	2
ಅಗಾಧ	agadha	2
ಅಗಾಧವಾಗಿ	agaadhavaagi	2
ಅಗಾಧವಾಗಿ	agadhavagi	1
ಅಗಾಧವಾದ	agaadhavaada	2
ಅಗಾಧವಾದ	agaadhavada	1
ಅಗಾಧವಾದ	agadhavaada	1
ಅಗಾಧವಾದ	agadhavada	2
ಅಗಿದು	agidu	3
ಅಗುತ್ತದೆ	aguttade	2
ಅಗುತ್ತದೆ	agutthade	1
ಅಗೆದು	agedu	3
ಅಗೋಚರ	agochara	3
ಅಗೋಚರ	agoochara	2
ಅಗ್ಗದ	aggada	3
ಅಗ್ಗದಲ್ಲಿ	aggadalli	3
ಅಗ್ಗವಾಗಿದೆ	aggavaagide	2
ಅಗ್ಗವಾಗಿದೆ	aggavagide	2
ಅಗ್ನಿ	agni	3
ಅಗ್ನಿಗೆ	agnige	3
ಅಗ್ನಿಯ	agniya	3
ಅಗ್ನಿಶಾಮಕ	agnishaamaka	1
ಅಗ್ನಿಶಾಮಕ	agnishamaka	2
ಅಗ್ರಗಣ್ಯ	agraganya	3
ಅಗ್ರಸ್ಥಾನ	agrasthaana	1
ಅಗ್ರಸ್ಥಾನ	agrasthana	3
ಅಗ್ರಸ್ಥಾನವನ್ನು	agrasthaanavannu	1
ಅಗ್ರಸ್ಥಾನವನ್ನು	agrasthanavannu	3
ಅಘೋಷಿತ	aghooshita	1
ಅಘೋಷಿತ	aghooshitha	1
ಅಘೋಷಿತ	aghoshita	3
ಅಘೋಷಿತ	aghoshitha	1
ಅಚೇತನ	achetana	3
ಅಚ್ಚ	accha	1
ಅಚ್ಚ	achcha	2
ಅಚ್ಚರಿ	acchari	1
ಅಚ್ಚರಿ	achchari	2
ಅಚ್ಚರಿಯ	achchariya	3
ಅಚ್ಚಿನ	acchina	2
ಅಚ್ಚಿನ	achchina	1
ಅಚ್ಚು	acchu	1
ಅಚ್ಚು	achchu	2
ಅಚ್ಚುಕಟ್ಟಾಗಿ	acchukattagi	1
ಅಚ್ಚುಕಟ್ಟಾಗಿ	achchukattaagi	2
ಅಚ್ಚುಕಟ್ಟಾಗಿ	achchukattagi	2
ಅಚ್ಚುಕಟ್ಟು	acchukattu	1
ಅಚ್ಚುಕಟ್ಟು	achchukattu	2
ಅಚ್ಚುಗಳನ್ನು	acchugalannu	1
ಅಚ್ಚುಗಳನ್ನು	achchugalannu	2
ಅಜಂತ	ajanta	3
ಅಜಗಣ್ಣ	ajaganna	3
ಅಜರ್	ajar	1
ಅಜರ್	azhar	2
ಅಜಿತ್	ajit	2
ಅಜಿತ್	ajith	2
ಅಜೀವ	ajiva	3
ಅಜೇಯ	ajeya	3
ಅಜ್ಜ	ajja	3
ಅಜ್ಞಾತ	ajnaata	2
ಅಜ್ಞಾತ	ajnyaata	1
ಅಜ್ಞಾನ	agnaana	1
ಅಜ್ಞಾನ	agnana	1
ಅಜ್ಞಾನ	ajnaana	1
ಅಜ್ಞಾನ	ajnana	2
ಅಜ್ಞಾನವನ್ನು	agnaanavannu	1
ಅಜ್ಞಾನವನ್ನು	agnanavannu	1
ಅಜ್ಞಾನವನ್ನು	ajnaanavannu	1
ಅಜ್ಞಾನವನ್ನು	ajnanavannu	2
ಅಟ್ಟು	attu	3
ಅಟ್ಲಾಂಟಾ	atlaantaa	1
ಅಟ್ಲಾಂಟಾ	atlanta	4
ಅಟ್ಲಾಂಟಿಕ್	aatlaantic	1
ಅಟ್ಲಾಂಟಿಕ್	atlaantik	1
ಅಟ್ಲಾಂಟಿಕ್	atlantic	4
ಅಟ್ಲಾಂಟಿಕ್	atlantik	2
ಅಟ್ಲಾಂಟಿಕ್	etlantic	1
ಅಟ್ಲಾಂಟಿಸ್	aatlaantis	1
ಅಟ್ಲಾಂಟಿಸ್	atlaantis	1
ಅಟ್ಲಾಂಟಿಸ್	atlantis	4
ಅಟ್ಲಾಂಟಿಸ್	etlantis	1
ಅಡಕವಾಗಿತ್ತು	adakavaagittu	2
ಅಡಕವಾಗಿತ್ತು	adakavagittu	1
ಅಡಕವಾಗಿವೆ	adakavaagive	2
ಅಡಕವಾಗಿವೆ	adakavagive	1
ಅಡಗಿತ್ತು	adagitthu	1
ಅಡಗಿತ್ತು	adagittu	2
ಅಡಗಿದೆ	adagide	3
ಅಡಗಿದ್ದ	adagidda	3
ಅಡಗಿರುವ	adagiruva	3
ಅಡಚಣೆ	adachane	3
ಅಡಚಣೆಯಾಗಿದೆ	adachaneyaagide	1
ಅಡಚಣೆಯಾಗಿದೆ	adachaneyagide	3
ಅಡಮಾನ	adamaana	2
ಅಡಮಾನ	adamana	2
ಅಡಾಲ್ಫ್	adaalph	1
ಅಡಾಲ್ಫ್	adalph	1
ಅಡಾಲ್ಫ್	adolf	2
ಅಡಿ	adi	3
ಅಡಿಕೆ	adike	3
ಅಡಿಗರ	adigara	3
ಅಡಿಗರು	adigaru	3
ಅಡಿಗಳ	adigala	3
ಅಡಿಗಳಷ್ಟು	adigalashtu	1
ಅಡಿಗಳಷ್ಟು	adigalastu	1
